DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-07-09T23:00:00-08:00,EUR,Low Impact Expected,German WPI m/m,0.2%,0.2%,-0.3%,
2025-07-09T23:00:00-08:00,GBP,High Impact Expected,GDP m/m,-0.1%,0.1%,-0.3%,
2025-07-09T23:00:00-08:00,EUR,Low Impact Expected,German Final CPI m/m,0.0%,0.0%,0.0%,
2025-07-09T23:00:00-08:00,GBP,Low Impact Expected,Construction Output m/m,-0.6%,0.2%,0.9%,
2025-07-09T23:45:00-08:00,EUR,Low Impact Expected,French Final CPI m/m,0.4%,0.3%,0.3%,
2025-07-09T23:59:00-08:00,CHF,Low Impact Expected,SECO Consumer Climate,-32,-35,-37,
2025-07-11T00:00:00-08:00,EUR,Non-Economic,French Bank Holiday,,,,
2025-07-11T05:30:00-08:00,CAD,High Impact Expected,Employment Change,83.1K,0.9K,8.8K,
2025-07-11T05:30:00-08:00,CAD,High Impact Expected,Unemployment Rate,6.9%,7.1%,7.0%,
2025-07-11T05:30:00-08:00,CAD,Low Impact Expected,Building Permits m/m,12.0%,-1.5%,-6.6%,
2025-07-11T10:59:00-08:00,USD,Low Impact Expected,Federal Budget Balance,27.0B,-41.5B,-316.0B,
2025-07-11T15:30:00-08:00,NZD,Low Impact Expected,BusinessNZ Services Index,47.3,,44.0,
2025-07-11T16:50:00-08:00,JPY,Low Impact Expected,Core Machinery Orders m/m,-0.6%,-1.4%,-9.1%,
2025-07-11T20:00:00-08:00,CNY,Low Impact Expected,USD-Denominated Trade Balance,114.8B,113.2B,103.2B,
2025-07-11T20:07:00-08:00,CNY,Low Impact Expected,Trade Balance,826B,785B,744B,
2025-07-11T21:30:00-08:00,JPY,Low Impact Expected,Revised Industrial Production m/m,-0.1%,0.5%,0.5%,
2025-07-11T21:30:00-08:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,0.6%,0.1%,0.3%,
2025-07-11T23:30:00-08:00,CHF,Low Impact Expected,PPI m/m,-0.1%,0.2%,-0.5%,
2025-07-14T00:00:00-08:00,EUR,Low Impact Expected,ECOFIN Meetings,,,,
2025-07-14T00:00:00-08:00,EUR,Low Impact Expected,Eurogroup Meetings,,,,
2025-07-14T00:02:00-08:00,CNY,Low Impact Expected,M2 Money Supply y/y,8.3%,8.2%,7.9%,
2025-07-14T00:03:00-08:00,CNY,Medium Impact Expected,New Loans,2240B,1960B,620B,
2025-07-14T02:00:00-08:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,52.7,50.8,47.5,
2025-07-14T02:00:00-08:00,EUR,Low Impact Expected,Industrial Production m/m,1.7%,1.1%,-2.4%,
2025-07-14T02:00:00-08:00,EUR,Low Impact Expected,ZEW Economic Sentiment,36.1,37.8,35.3,
2025-07-14T05:30:00-08:00,USD,Medium Impact Expected,Empire State Manufacturing Index,5.5,-8.3,-16.0,
2025-07-14T05:30:00-08:00,USD,High Impact Expected,CPI y/y,2.7%,2.6%,2.4%,
2025-07-14T05:30:00-08:00,USD,High Impact Expected,CPI m/m,0.3%,0.3%,0.1%,
2025-07-14T05:30:00-08:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.3%,0.1%,
2025-07-14T05:30:00-08:00,CAD,Low Impact Expected,Manufacturing Sales m/m,-0.9%,-1.2%,-2.8%,
2025-07-14T05:30:00-08:00,CAD,Low Impact Expected,Core CPI m/m,0.1%,,0.6%,
2025-07-14T05:30:00-08:00,CAD,Medium Impact Expected,Common CPI y/y,2.6%,2.7%,2.6%,
2025-07-14T05:30:00-08:00,CAD,High Impact Expected,Median CPI y/y,3.1%,3.0%,3.0%,
2025-07-14T05:30:00-08:00,CAD,High Impact Expected,CPI m/m,0.1%,0.1%,0.6%,
2025-07-14T05:30:00-08:00,CAD,Low Impact Expected,Wholesale Sales m/m,0.1%,-0.4%,-2.3%,
2025-07-14T05:30:00-08:00,CAD,High Impact Expected,Trimmed CPI y/y,3.0%,3.0%,3.0%,
2025-07-14T06:15:00-08:00,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,
2025-07-14T07:30:00-08:00,AUD,Low Impact Expected,CB Leading Index m/m,0.3%,,0.7%,
2025-07-14T07:49:00-08:00,NZD,Low Impact Expected,GDT Price Index,1.1%,,-4.1%,
2025-07-14T09:45:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-07-14T10:00:00-08:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-07-14T11:45:00-08:00,USD,Low Impact Expected,FOMC Member Collins Speaks,,,,
2025-07-14T13:00:00-08:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-07-14T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-07-14T16:01:00-08:00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,2.7%,1.2%,0.6%,
2025-07-14T16:45:00-08:00,USD,Low Impact Expected,FOMC Member Logan Speaks,,,,
2025-07-14T17:30:00-08:00,AUD,Low Impact Expected,Westpac Consumer Sentiment,0.6%,,0.5%,
2025-07-14T18:30:00-08:00,CNY,Low Impact Expected,New Home Prices m/m,-0.27%,,-0.22%,
2025-07-14T19:00:00-08:00,CNY,Low Impact Expected,NBS Press Conference,,,,
2025-07-14T19:00:00-08:00,CNY,Low Impact Expected,Unemployment Rate,5.0%,5.0%,5.0%,
2025-07-14T19:00:00-08:00,CNY,Medium Impact Expected,GDP q/y,5.2%,5.1%,5.4%,
2025-07-14T19:00:00-08:00,CNY,Medium Impact Expected,Industrial Production y/y,6.8%,5.6%,5.8%,
2025-07-14T19:00:00-08:00,CNY,Medium Impact Expected,Retail Sales y/y,4.8%,5.2%,6.4%,
2025-07-14T19:00:00-08:00,CNY,Low Impact Expected,Fixed Asset Investment ytd/y,2.8%,3.6%,3.7%,
2025-07-14T23:00:00-08:00,GBP,High Impact Expected,CPI y/y,3.6%,3.4%,3.4%,
2025-07-14T23:00:00-08:00,GBP,Low Impact Expected,Core CPI y/y,3.7%,3.5%,3.5%,
2025-07-14T23:00:00-08:00,GBP,Low Impact Expected,RPI y/y,4.4%,4.3%,4.3%,
2025-07-16T00:00:00-08:00,All,Low Impact Expected,G20 Meetings,,,,
2025-07-16T01:30:00-08:00,GBP,Low Impact Expected,HPI y/y,3.9%,3.2%,3.5%,
2025-07-16T01:42:00-08:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,3.30|2.0,,3.16|1.9,
2025-07-16T02:00:00-08:00,EUR,Low Impact Expected,Final Core CPI y/y,2.3%,2.3%,2.3%,
2025-07-16T02:00:00-08:00,EUR,Low Impact Expected,Final CPI y/y,2.0%,2.0%,2.0%,
2025-07-16T02:00:00-08:00,EUR,Low Impact Expected,Italian Trade Balance,6.16B,2.87B,2.48B,
2025-07-16T02:00:00-08:00,EUR,Low Impact Expected,Trade Balance,16.2B,13.9B,14.0B,
2025-07-16T02:33:00-08:00,EUR,Low Impact Expected,German 30-y Bond Auction,3.22|1.4,,2.99|2.2,
2025-07-16T03:00:00-08:00,EUR,Low Impact Expected,German Buba Monthly Report,,,,
2025-07-16T05:00:00-08:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-07-16T05:15:00-08:00,CAD,Low Impact Expected,Housing Starts,284K,262K,280K,
2025-07-16T05:30:00-08:00,USD,High Impact Expected,Core PPI m/m,0.0%,0.2%,0.1%,
2025-07-16T05:30:00-08:00,USD,High Impact Expected,PPI m/m,0.0%,0.2%,0.1%,
2025-07-16T05:30:00-08:00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,15.9,-1.2,-4.0,
2025-07-16T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,221K,233K,227K,
2025-07-16T05:30:00-08:00,USD,High Impact Expected,Retail Sales m/m,0.6%,0.1%,-0.9%,
2025-07-16T05:30:00-08:00,USD,High Impact Expected,Core Retail Sales m/m,0.5%,0.3%,-0.3%,
2025-07-16T05:30:00-08:00,CAD,Low Impact Expected,Foreign Securities Purchases,-2.79B,-7.32B,-9.36B,
2025-07-16T05:30:00-08:00,USD,Low Impact Expected,Import Prices m/m,0.1%,0.3%,0.0%,
2025-07-16T06:15:00-08:00,USD,Low Impact Expected,FOMC Member Hammack Speaks,,,,
2025-07-16T06:15:00-08:00,USD,Low Impact Expected,Capacity Utilization Rate,77.6%,77.4%,77.4%,
2025-07-16T06:15:00-08:00,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,
2025-07-16T06:15:00-08:00,USD,Low Impact Expected,Industrial Production m/m,0.3%,0.1%,-0.2%,
2025-07-16T06:30:00-08:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.3%,,-0.4%,
2025-07-16T07:00:00-08:00,USD,Low Impact Expected,Business Inventories m/m,0.0%,0.0%,0.0%,
2025-07-16T07:00:00-08:00,USD,Low Impact Expected,NAHB Housing Market Index,33,33,32,
2025-07-16T07:00:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-07-16T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,46B,44B,53B,
2025-07-16T07:30:00-08:00,USD,Low Impact Expected,Crude Oil Inventories,-3.9M,-1.8M,7.1M,
2025-07-16T09:45:00-08:00,USD,Low Impact Expected,FOMC Member Daly Speaks,,,,
2025-07-16T10:30:00-08:00,USD,Low Impact Expected,FOMC Member Cook Speaks,,,,
2025-07-16T11:00:00-08:00,USD,Low Impact Expected,Beige Book,,,,
2025-07-16T12:30:00-08:00,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,
2025-07-16T13:00:00-08:00,USD,Low Impact Expected,TIC Long-Term Purchases,259.4B,48.3B,-7.8B,
2025-07-16T15:30:00-08:00,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,
2025-07-16T15:30:00-08:00,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,,
2025-07-16T15:45:00-08:00,NZD,Low Impact Expected,FPI m/m,1.2%,,0.5%,
2025-07-16T16:30:00-08:00,JPY,Low Impact Expected,National Core CPI y/y,3.3%,3.4%,3.7%,
2025-07-16T16:50:00-08:00,JPY,Low Impact Expected,Trade Balance,-0.24T,-0.26T,-0.31T,
2025-07-16T18:00:00-08:00,AUD,Low Impact Expected,MI Inflation Expectations,4.7%,,5.0%,
2025-07-16T18:30:00-08:00,AUD,High Impact Expected,Unemployment Rate,4.3%,4.1%,4.1%,
2025-07-16T18:30:00-08:00,AUD,High Impact Expected,Employment Change,2.0K,21.0K,-2.5K,
2025-07-16T19:37:00-08:00,AUD,Low Impact Expected,NAB Quarterly Business Confidence,-1,,-4,
2025-07-16T20:00:00-08:00,NZD,Low Impact Expected,Credit Card Spending y/y,0.9%,,2.2%,
2025-07-16T23:00:00-08:00,GBP,Medium Impact Expected,Claimant Count Change,25.9K,17.9K,33.1K,
2025-07-16T23:00:00-08:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,5.0%,5.0%,5.3%,
2025-07-16T23:00:00-08:00,CHF,Low Impact Expected,Trade Balance,5.79B,4.22B,3.83B,
2025-07-16T23:00:00-08:00,EUR,Low Impact Expected,German PPI m/m,0.1%,0.1%,-0.2%,
2025-07-16T23:00:00-08:00,GBP,Low Impact Expected,Unemployment Rate,4.7%,4.6%,4.6%,
2025-07-18T00:00:00-08:00,JPY,Non-Economic,Bank Holiday,,,,
2025-07-18T00:00:00-08:00,JPY,High Impact Expected,Upper House Elections,,,,
2025-07-18T00:00:00-08:00,All,Low Impact Expected,G20 Meetings,,,,
2025-07-18T01:00:00-08:00,EUR,Low Impact Expected,Current Account,32.3B,34.8B,19.8B,
2025-07-18T01:15:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-07-18T05:30:00-08:00,USD,Low Impact Expected,Building Permits,1.40M,1.39M,1.39M,
2025-07-18T05:30:00-08:00,USD,Low Impact Expected,Housing Starts,1.32M,1.29M,1.26M,
2025-07-18T07:00:00-08:00,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,61.8,61.4,60.5,
2025-07-18T07:00:00-08:00,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,4.4%,,5.1%,
2025-07-18T15:45:00-08:00,NZD,High Impact Expected,CPI q/q,0.5%,0.6%,0.9%,
2025-07-18T16:01:00-08:00,GBP,Low Impact Expected,Rightmove HPI m/m,-1.2%,,-0.3%,
2025-07-18T16:41:00-08:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,-15.2%,,-13.2%,
2025-07-18T18:00:00-08:00,CNY,Medium Impact Expected,1-y Loan Prime Rate,3.00%,3.00%,3.00%,
2025-07-18T18:00:00-08:00,CNY,Medium Impact Expected,5-y Loan Prime Rate,3.50%,3.50%,3.50%,
2025-07-21T02:15:00-08:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-07-21T05:30:00-08:00,CAD,Low Impact Expected,IPPI m/m,0.4%,0.1%,-0.5%,
2025-07-21T05:30:00-08:00,CAD,Low Impact Expected,RMPI m/m,2.7%,-0.1%,-0.4%,
2025-07-21T05:30:00-08:00,USD,Medium Impact Expected,Fed Chair Powell Speaks,,,,
2025-07-21T06:59:00-08:00,USD,Medium Impact Expected,Richmond Manufacturing Index,-20,-2,-7,
2025-07-21T07:00:00-08:00,USD,Low Impact Expected,CB Leading Index m/m,-0.3%,-0.2%,-0.1%,
2025-07-21T07:30:00-08:00,CAD,Low Impact Expected,BOC Business Outlook Survey,,,,
2025-07-21T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-07-21T15:45:00-08:00,NZD,Low Impact Expected,Trade Balance,142M,1020M,1235M,
2025-07-21T17:30:00-08:00,AUD,Low Impact Expected,MI Leading Index m/m,0.0%,,-0.1%,
2025-07-21T18:30:00-08:00,AUD,Medium Impact Expected,Monetary Policy Meeting Minutes,,,,
2025-07-21T22:00:00-08:00,JPY,Low Impact Expected,BOJ Core CPI y/y,2.3%,2.5%,2.5%,
2025-07-21T23:00:00-08:00,GBP,Low Impact Expected,Public Sector Net Borrowing,20.7B,17.4B,17.7B,
2025-07-23T00:00:00-08:00,EUR,Low Impact Expected,Spanish Unemployment Rate,10.3%,10.6%,11.4%,
2025-07-23T00:15:00-08:00,EUR,High Impact Expected,French Flash Manufacturing PMI,48.4,48.5,47.8,
2025-07-23T00:15:00-08:00,EUR,High Impact Expected,French Flash Services PMI,49.7,49.7,48.7,
2025-07-23T00:30:00-08:00,EUR,High Impact Expected,German Flash Services PMI,50.1,50.0,49.4,
2025-07-23T00:30:00-08:00,EUR,High Impact Expected,German Flash Manufacturing PMI,49.2,49.4,49.0,
2025-07-23T01:00:00-08:00,EUR,Medium Impact Expected,Flash Services PMI,51.2,50.6,50.0,
2025-07-23T01:00:00-08:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,49.8,49.7,49.4,
2025-07-23T01:30:00-08:00,GBP,High Impact Expected,Flash Services PMI,51.2,52.8,51.3,
2025-07-23T01:30:00-08:00,GBP,High Impact Expected,Flash Manufacturing PMI,48.2,47.9,47.7,
2025-07-23T02:31:00-08:00,EUR,Low Impact Expected,German 10-y Bond Auction,2.62|1.5,,2.63|1.6,
2025-07-23T03:00:00-08:00,GBP,Low Impact Expected,CBI Industrial Order Expectations,-30,-27,-33,
2025-07-23T05:15:00-08:00,EUR,High Impact Expected,Main Refinancing Rate,2.15%,2.15%,2.15%,
2025-07-23T05:15:00-08:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2025-07-23T05:30:00-08:00,CAD,Medium Impact Expected,Retail Sales m/m,-1.1%,-0.9%,0.3%,
2025-07-23T05:30:00-08:00,CAD,Low Impact Expected,NHPI m/m,-0.2%,0.0%,-0.2%,
2025-07-23T05:30:00-08:00,CAD,Medium Impact Expected,Core Retail Sales m/m,-0.2%,-0.2%,-0.3%,
2025-07-23T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,217K,227K,221K,
2025-07-23T05:45:00-08:00,EUR,High Impact Expected,ECB Press Conference,,,,
2025-07-23T06:00:00-08:00,CNY,Low Impact Expected,CB Leading Index m/m,-0.2%,,-0.3%,
2025-07-23T06:45:00-08:00,USD,High Impact Expected,Flash Services PMI,55.2,53.0,53.1,
2025-07-23T06:45:00-08:00,USD,High Impact Expected,Flash Manufacturing PMI,49.5,52.7,52.0,
2025-07-23T07:00:00-08:00,USD,Medium Impact Expected,New Home Sales,627K,649K,623K,
2025-07-23T07:00:00-08:00,USD,Medium Impact Expected,Existing Home Sales,3.93M,4.00M,4.03M,
2025-07-23T07:00:00-08:00,EUR,Low Impact Expected,Consumer Confidence,-15,-15,-15,
2025-07-23T07:30:00-08:00,USD,Low Impact Expected,Crude Oil Inventories,-3.2M,-1.4M,-3.9M,
2025-07-23T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,23B,28B,46B,
2025-07-23T14:00:00-08:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-07-23T16:00:00-08:00,AUD,Low Impact Expected,Flash Services PMI,53.8,,51.3,
2025-07-23T16:00:00-08:00,AUD,Low Impact Expected,Flash Manufacturing PMI,51.6,,51.0,
2025-07-23T16:01:00-08:00,GBP,Low Impact Expected,GfK Consumer Confidence,-19,-19,-18,
2025-07-23T16:30:00-08:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,2.9%,3.0%,3.1%,
2025-07-23T16:50:00-08:00,JPY,Low Impact Expected,SPPI y/y,3.2%,3.2%,3.3%,
2025-07-23T17:30:00-08:00,JPY,Low Impact Expected,Flash Manufacturing PMI,48.8,50.2,50.4,
2025-07-23T18:30:00-08:00,AUD,Low Impact Expected,RBA Bulletin,,,,
2025-07-23T20:05:00-08:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2025-07-23T23:00:00-08:00,GBP,Medium Impact Expected,Retail Sales m/m,0.9%,1.2%,-2.7%,
2025-07-23T23:00:00-08:00,EUR,Low Impact Expected,German GfK Consumer Climate,-21.5,-19.4,-20.3,
2025-07-25T00:00:00-08:00,All,Medium Impact Expected,OPEC-JMMC Meetings,,,,
2025-07-25T01:00:00-08:00,EUR,Low Impact Expected,Private Loans y/y,2.2%,1.9%,2.0%,
2025-07-25T01:00:00-08:00,EUR,Medium Impact Expected,German ifo Business Climate,88.6,89.1,88.4,
2025-07-25T01:00:00-08:00,EUR,Low Impact Expected,M3 Money Supply y/y,3.3%,3.7%,3.9%,
2025-07-25T03:00:00-08:00,GBP,Low Impact Expected,CBI Realized Sales,-34,-28,-46,
2025-07-25T05:30:00-08:00,USD,Medium Impact Expected,Core Durable Goods Orders m/m,0.2%,0.1%,0.5%,
2025-07-25T05:30:00-08:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-9.3%,-10.4%,16.4%,
2025-07-25T05:31:00-08:00,EUR,Low Impact Expected,Belgian NBB Business Climate,-10.8,-9.8,-10.1,
2025-07-25T16:01:00-08:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,0.7%,0.2%,0.4%,
2025-07-29T00:00:00-08:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.3%,0.2%,0.0%,
2025-07-29T00:00:00-08:00,CHF,Low Impact Expected,KOF Economic Barometer,101.1,97.9,96.1,
2025-07-29T00:00:00-08:00,EUR,Low Impact Expected,Spanish Flash GDP q/q,0.7%,0.6%,0.6%,
2025-07-29T00:00:00-08:00,EUR,Medium Impact Expected,Spanish Flash CPI y/y,2.7%,2.3%,2.2%,
2025-07-29T01:00:00-08:00,EUR,Low Impact Expected,Italian Prelim GDP q/q,-0.1%,0.1%,0.3%,
2025-07-29T01:00:00-08:00,EUR,High Impact Expected,German Prelim GDP q/q,-0.1%,-0.1%,0.2%,
2025-07-29T01:00:00-08:00,CHF,Low Impact Expected,UBS Economic Expectations,2.4,,-2.1,
2025-07-29T01:30:00-08:00,GBP,Low Impact Expected,Mortgage Approvals,64K,63K,63K,
2025-07-29T01:30:00-08:00,GBP,Low Impact Expected,Net Lending to Individuals m/m,6.8B,3.7B,2.9B,
2025-07-29T01:30:00-08:00,GBP,Low Impact Expected,M4 Money Supply m/m,0.3%,0.3%,0.2%,
2025-07-29T02:00:00-08:00,EUR,Low Impact Expected,Prelim Flash GDP q/q,0.1%,0.0%,0.4%,
2025-07-29T02:07:00-08:00,EUR,Low Impact Expected,Italian 10-y Bond Auction,3.52|1.6,,3.48|1.5,
2025-07-29T05:15:00-08:00,USD,High Impact Expected,ADP Non-Farm Employment Change,104K,77K,-33K,
2025-07-29T05:30:00-08:00,USD,Low Impact Expected,Goods Trade Balance,-86.0B,-98.3B,-96.6B,
2025-07-29T05:30:00-08:00,USD,Medium Impact Expected,Advance GDP Price Index q/q,2.0%,2.2%,3.7%,
2025-07-29T05:30:00-08:00,USD,High Impact Expected,Advance GDP q/q,3.0%,2.5%,-0.3%,
2025-07-29T05:30:00-08:00,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,0.2%,-0.1%,-0.3%,
2025-07-29T06:00:00-08:00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,2.8%,2.9%,3.4%,
2025-07-29T06:00:00-08:00,USD,Low Impact Expected,HPI m/m,-0.2%,-0.1%,-0.4%,
2025-07-29T06:45:00-08:00,CAD,High Impact Expected,Overnight Rate,2.75%,2.75%,2.75%,
2025-07-29T06:45:00-08:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2025-07-29T06:45:00-08:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2025-07-29T07:00:00-08:00,USD,Medium Impact Expected,Pending Home Sales m/m,-0.8%,0.2%,1.8%,
2025-07-29T07:00:00-08:00,USD,Medium Impact Expected,CB Consumer Confidence,97.2,95.9,93.0,
2025-07-29T07:00:00-08:00,USD,High Impact Expected,JOLTS Job Openings,7.44M,7.51M,7.77M,
2025-07-29T07:30:00-08:00,CAD,High Impact Expected,BOC Press Conference,,,,
2025-07-29T07:30:00-08:00,USD,Low Impact Expected,Crude Oil Inventories,7.7M,-2.3M,-3.2M,
2025-07-29T11:00:00-08:00,USD,High Impact Expected,FOMC Statement,,,,
2025-07-29T11:00:00-08:00,USD,High Impact Expected,Federal Funds Rate,4.50%,4.50%,4.50%,
2025-07-29T11:30:00-08:00,USD,High Impact Expected,FOMC Press Conference,,,,
2025-07-29T13:00:00-08:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-07-29T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-07-29T16:20:00-08:00,AUD,Low Impact Expected,RBA Deputy Gov Hauser Speaks,,,,
2025-07-29T16:50:00-08:00,JPY,Low Impact Expected,Retail Sales y/y,2.0%,1.8%,2.2%,
2025-07-29T16:50:00-08:00,JPY,Low Impact Expected,Prelim Industrial Production m/m,1.7%,-0.7%,0.5%,
2025-07-29T18:00:00-08:00,NZD,Low Impact Expected,ANZ Business Confidence,47.8,,46.3,
2025-07-29T18:30:00-08:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,0.6%,0.7%,0.7%,
2025-07-29T18:30:00-08:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,50.1,50.3,50.5,
2025-07-29T18:30:00-08:00,AUD,High Impact Expected,CPI y/y,1.9%,2.1%,2.1%,
2025-07-29T18:30:00-08:00,AUD,High Impact Expected,CPI m/m,0.7%,0.8%,0.9%,
2025-07-29T18:30:00-08:00,AUD,Medium Impact Expected,Retail Sales m/m,1.2%,0.4%,0.2%,
2025-07-29T18:30:00-08:00,AUD,Low Impact Expected,Building Approvals m/m,11.9%,1.8%,3.2%,
2025-07-29T18:30:00-08:00,AUD,Low Impact Expected,Import Prices q/q,-0.8%,-0.5%,3.3%,
2025-07-29T18:30:00-08:00,AUD,Low Impact Expected,Private Sector Credit m/m,0.6%,0.5%,0.5%,
2025-07-29T18:30:00-08:00,CNY,High Impact Expected,Manufacturing PMI,49.3,49.7,49.7,
2025-07-29T19:57:00-08:00,JPY,High Impact Expected,BOJ Policy Rate,<0.50%,<0.50%,<0.50%,
2025-07-29T19:57:00-08:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2025-07-29T19:57:00-08:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2025-07-29T22:00:00-08:00,JPY,Low Impact Expected,Housing Starts y/y,-15.6%,-16.3%,-34.4%,
2025-07-29T22:00:00-08:00,JPY,Low Impact Expected,Consumer Confidence,33.7,35.1,34.5,
2025-07-29T22:30:00-08:00,EUR,Low Impact Expected,French Consumer Spending m/m,0.6%,-0.3%,0.2%,
2025-07-29T22:30:00-08:00,EUR,Low Impact Expected,French Flash GDP q/q,0.3%,0.1%,0.1%,
2025-07-29T23:00:00-08:00,EUR,Low Impact Expected,German Import Prices m/m,0.0%,-0.2%,-0.7%,
2025-07-29T23:00:00-08:00,EUR,Low Impact Expected,German Retail Sales m/m,1.0%,0.5%,-1.6%,
2025-07-29T23:30:00-08:00,CHF,Low Impact Expected,Retail Sales y/y,3.8%,0.2%,0.0%,
2025-07-29T23:30:00-08:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2025-07-29T23:45:00-08:00,EUR,Low Impact Expected,French Prelim CPI m/m,0.2%,0.3%,0.3%,
2025-07-31T00:00:00-08:00,CHF,Non-Economic,Bank Holiday,,,,
2025-07-31T00:55:00-08:00,EUR,Low Impact Expected,German Unemployment Change,2K,15K,11K,
2025-07-31T00:59:00-08:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,6.3%,6.4%,6.5%,
2025-07-31T02:00:00-08:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.4%,0.1%,0.2%,
2025-07-31T02:00:00-08:00,EUR,Low Impact Expected,Unemployment Rate,6.2%,6.3%,6.3%,
2025-07-31T04:30:00-08:00,USD,Low Impact Expected,Challenger Job Cuts y/y,139.8%,,-1.6%,
2025-07-31T05:30:00-08:00,CAD,High Impact Expected,GDP m/m,-0.1%,-0.1%,-0.1%,
2025-07-31T05:30:00-08:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.2%,
2025-07-31T05:30:00-08:00,USD,High Impact Expected,Employment Cost Index q/q,0.9%,0.8%,0.9%,
2025-07-31T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,218K,222K,217K,
2025-07-31T05:30:00-08:00,USD,Low Impact Expected,Personal Income m/m,0.3%,0.2%,-0.4%,
2025-07-31T05:30:00-08:00,USD,Low Impact Expected,Personal Spending m/m,0.3%,0.4%,-0.1%,
2025-07-31T06:45:00-08:00,USD,Low Impact Expected,Chicago PMI,47.1,41.9,40.4,
2025-07-31T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,48B,37B,23B,
2025-07-31T15:45:00-08:00,NZD,Low Impact Expected,Building Consents m/m,-6.4%,,10.4%,
2025-07-31T16:30:00-08:00,JPY,Low Impact Expected,Unemployment Rate,2.5%,2.5%,2.5%,
2025-07-31T17:30:00-08:00,JPY,Low Impact Expected,Final Manufacturing PMI,48.9,48.8,48.8,
2025-07-31T18:30:00-08:00,AUD,Low Impact Expected,PPI q/q,0.7%,0.9%,0.9%,
2025-07-31T18:45:00-08:00,CNY,Low Impact Expected,RatingDog Manufacturing PMI,49.5,50.2,50.4,
2025-07-31T23:00:00-08:00,GBP,Low Impact Expected,Nationwide HPI m/m,0.6%,0.5%,-0.8%,
2025-07-31T23:30:00-08:00,AUD,Low Impact Expected,Commodity Prices y/y,-9.0%,,-8.7%,
2025-08-01T00:00:00-08:00,USD,Low Impact Expected,Wards Total Vehicle Sales,16.4M,16.0M,15.3M,
2025-08-01T00:00:00-08:00,AUD,Non-Economic,Bank Holiday,,,,
2025-08-01T00:15:00-08:00,EUR,Low Impact Expected,Spanish Manufacturing PMI,51.9,51.7,51.4,
