DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-03-18T05:30:00-07:00,USD,Low Impact Expected,Building Permits,1.46M,1.45M,1.47M,
2025-03-18T05:30:00-07:00,CAD,Medium Impact Expected,Common CPI y/y,2.5%,2.2%,2.2%,
2025-03-18T05:30:00-07:00,USD,Low Impact Expected,Housing Starts,1.50M,1.38M,1.35M,
2025-03-18T05:30:00-07:00,CAD,High Impact Expected,Median CPI y/y,2.9%,2.7%,2.7%,
2025-03-18T05:30:00-07:00,CAD,High Impact Expected,Trimmed CPI y/y,2.9%,2.8%,2.7%,
2025-03-18T05:30:00-07:00,CAD,High Impact Expected,CPI m/m,1.1%,0.6%,0.1%,
2025-03-18T05:32:00-07:00,CAD,Low Impact Expected,Core CPI m/m,0.7%,,0.4%,
2025-03-18T06:15:00-07:00,USD,Low Impact Expected,Industrial Production m/m,0.7%,0.2%,0.3%,
2025-03-18T06:15:00-07:00,USD,Low Impact Expected,Capacity Utilization Rate,78.2%,77.8%,77.7%,
2025-03-18T07:30:00-07:00,AUD,Low Impact Expected,CB Leading Index m/m,0.5%,,0.4%,
2025-03-18T08:13:00-07:00,NZD,Low Impact Expected,GDT Price Index,0.0%,,-0.5%,
2025-03-18T13:00:00-07:00,NZD,Low Impact Expected,Westpac Consumer Sentiment,89.2,,97.5,
2025-03-18T13:30:00-07:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-03-18T14:45:00-07:00,NZD,Low Impact Expected,Current Account,-7.04B,-6.68B,-10.84B,
2025-03-18T16:30:00-07:00,AUD,Low Impact Expected,MI Leading Index m/m,0.1%,,0.1%,
2025-03-18T16:50:00-07:00,JPY,Low Impact Expected,Trade Balance,0.18T,0.50T,-0.60T,
2025-03-18T16:50:00-07:00,JPY,Low Impact Expected,Core Machinery Orders m/m,-3.5%,-0.1%,-1.2%,
2025-03-18T19:25:00-07:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2025-03-18T19:25:00-07:00,JPY,High Impact Expected,BOJ Policy Rate,<0.50%,<0.50%,<0.50%,
2025-03-18T21:30:00-07:00,JPY,Low Impact Expected,Revised Industrial Production m/m,-1.1%,-1.1%,-1.1%,
2025-03-18T23:30:00-07:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2025-03-19T03:00:00-07:00,EUR,Low Impact Expected,Final CPI y/y,2.3%,2.4%,2.5%,
2025-03-19T03:00:00-07:00,EUR,Low Impact Expected,Final Core CPI y/y,2.6%,2.6%,2.6%,
2025-03-19T03:33:00-07:00,EUR,Low Impact Expected,German 30-y Bond Auction,3.08|1.9,,2.70|2.5,
2025-03-19T07:30:00-07:00,USD,Low Impact Expected,Crude Oil Inventories,1.7M,0.8M,1.4M,
2025-03-19T11:00:00-07:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2025-03-19T11:00:00-07:00,USD,High Impact Expected,FOMC Statement,,,,
2025-03-19T11:00:00-07:00,USD,High Impact Expected,Federal Funds Rate,4.50%,4.50%,4.50%,
2025-03-19T11:30:00-07:00,USD,High Impact Expected,FOMC Press Conference,,,,
2025-03-19T13:00:00-07:00,USD,Low Impact Expected,TIC Long-Term Purchases,-45.2B,101.1B,75.0B,
2025-03-19T14:45:00-07:00,NZD,High Impact Expected,GDP q/q,0.7%,0.4%,-1.1%,
2025-03-19T17:30:00-07:00,AUD,High Impact Expected,Employment Change,-52.8K,30.8K,30.5K,
2025-03-19T17:30:00-07:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.1%,4.1%,
2025-03-19T18:00:00-07:00,CNY,Medium Impact Expected,5-y Loan Prime Rate,3.60%,3.60%,3.60%,
2025-03-19T18:00:00-07:00,CNY,Medium Impact Expected,1-y Loan Prime Rate,3.10%,3.10%,3.10%,
2025-03-19T23:59:59-07:00,JPY,Non-Economic,Bank Holiday,,,,
2025-03-20T00:00:00-07:00,GBP,Low Impact Expected,Unemployment Rate,4.4%,4.4%,4.4%,
2025-03-20T00:00:00-07:00,GBP,High Impact Expected,Claimant Count Change,44.2K,7.9K,2.8K,
2025-03-20T00:00:00-07:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,5.8%,5.8%,6.1%,
2025-03-20T00:00:00-07:00,CHF,Low Impact Expected,Trade Balance,4.80B,5.01B,6.15B,
2025-03-20T00:00:00-07:00,EUR,Low Impact Expected,German PPI m/m,-0.2%,0.2%,-0.1%,
2025-03-20T01:00:00-07:00,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,
2025-03-20T01:30:00-07:00,CHF,High Impact Expected,SNB Policy Rate,0.25%,0.25%,0.50%,
2025-03-20T01:30:00-07:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2025-03-20T02:00:00-07:00,CHF,High Impact Expected,SNB Press Conference,,,,
2025-03-20T02:00:00-07:00,EUR,Low Impact Expected,ECB Economic Bulletin,,,,
2025-03-20T02:40:00-07:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,3.38|1.5,,3.51|1.9,
2025-03-20T04:00:00-07:00,EUR,Low Impact Expected,German Buba Monthly Report,,,,
2025-03-20T05:00:00-07:00,GBP,High Impact Expected,Official Bank Rate,4.50%,4.50%,4.50%,
2025-03-20T05:00:00-07:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2025-03-20T05:00:00-07:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-2-7,0-9-0,
2025-03-20T05:30:00-07:00,CAD,Low Impact Expected,IPPI m/m,0.4%,0.3%,1.4%,
2025-03-20T05:30:00-07:00,CAD,Low Impact Expected,RMPI m/m,0.3%,-0.3%,3.5%,
2025-03-20T05:30:00-07:00,USD,High Impact Expected,Unemployment Claims,223K,224K,221K,
2025-03-20T05:30:00-07:00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,12.5,8.8,18.1,
2025-03-20T05:30:00-07:00,USD,Low Impact Expected,Current Account,-304B,-330B,-310B,
2025-03-20T07:00:00-07:00,USD,Medium Impact Expected,Existing Home Sales,4.26M,3.95M,4.09M,
2025-03-20T07:00:00-07:00,USD,Low Impact Expected,CB Leading Index m/m,-0.3%,-0.2%,-0.2%,
2025-03-20T07:30:00-07:00,USD,Low Impact Expected,Natural Gas Storage,9B,3B,-62B,
2025-03-20T07:40:00-07:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-03-20T09:50:00-07:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2025-03-20T14:45:00-07:00,NZD,Low Impact Expected,Trade Balance,510M,-235M,-544M,
2025-03-20T16:30:00-07:00,JPY,Medium Impact Expected,National Core CPI y/y,3.0%,2.9%,3.2%,
2025-03-20T17:01:00-07:00,GBP,Low Impact Expected,GfK Consumer Confidence,-19,-20,-20,
2025-03-20T19:00:00-07:00,NZD,Low Impact Expected,Credit Card Spending y/y,0.9%,,1.3%,
2025-03-21T00:00:00-07:00,GBP,Low Impact Expected,Public Sector Net Borrowing,10.7B,7.0B,-13.3B,
2025-03-21T02:00:00-07:00,EUR,Low Impact Expected,Current Account,35.4B,35.0B,38.4B,
2025-03-21T04:00:00-07:00,GBP,Low Impact Expected,CBI Industrial Order Expectations,-29,-30,-28,
2025-03-21T05:30:00-07:00,CAD,Low Impact Expected,NHPI m/m,0.1%,0.0%,-0.1%,
2025-03-21T05:30:00-07:00,CAD,High Impact Expected,Retail Sales m/m,-0.6%,-0.4%,2.6%,
2025-03-21T05:30:00-07:00,CAD,High Impact Expected,Core Retail Sales m/m,0.2%,-0.1%,2.9%,
2025-03-21T06:05:00-07:00,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,
2025-03-21T08:00:00-07:00,EUR,Low Impact Expected,Consumer Confidence,-15,-13,-14,
2025-03-23T15:00:00-07:00,AUD,Low Impact Expected,Flash Manufacturing PMI,52.6,,50.4,
2025-03-23T15:00:00-07:00,AUD,Low Impact Expected,Flash Services PMI,51.2,,50.8,
2025-03-23T17:30:00-07:00,JPY,Low Impact Expected,Flash Manufacturing PMI,48.3,49.2,49.0,
2025-03-24T01:15:00-07:00,EUR,High Impact Expected,French Flash Services PMI,46.6,46.3,45.3,
2025-03-24T01:15:00-07:00,EUR,High Impact Expected,French Flash Manufacturing PMI,48.9,46.2,45.8,
2025-03-24T01:30:00-07:00,EUR,High Impact Expected,German Flash Services PMI,50.2,52.3,51.1,
2025-03-24T01:30:00-07:00,EUR,High Impact Expected,German Flash Manufacturing PMI,48.3,47.1,46.5,
2025-03-24T02:00:00-07:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,48.7,48.3,47.6,
2025-03-24T02:00:00-07:00,EUR,Medium Impact Expected,Flash Services PMI,50.4,51.2,50.6,
2025-03-24T02:30:00-07:00,GBP,High Impact Expected,Flash Manufacturing PMI,44.6,47.3,46.9,
2025-03-24T02:30:00-07:00,GBP,High Impact Expected,Flash Services PMI,53.2,51.2,51.0,
2025-03-24T06:45:00-07:00,USD,High Impact Expected,Flash Manufacturing PMI,49.8,51.9,52.7,
2025-03-24T06:45:00-07:00,USD,High Impact Expected,Flash Services PMI,54.3,51.2,51.0,
2025-03-24T10:45:00-07:00,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,
2025-03-24T11:00:00-07:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-03-24T11:30:00-07:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-03-24T12:10:00-07:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-03-24T16:10:00-07:00,AUD,Low Impact Expected,RBA Assist Gov Jones Speaks,,,,
2025-03-24T16:50:00-07:00,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,,
2025-03-24T22:00:00-07:00,JPY,Low Impact Expected,BOJ Core CPI y/y,2.2%,2.2%,2.2%,
2025-03-25T01:30:00-07:00,AUD,Low Impact Expected,Annual Budget Release,,,,
2025-03-25T02:00:00-07:00,EUR,Medium Impact Expected,German ifo Business Climate,86.7,86.8,85.3,
2025-03-25T04:00:00-07:00,GBP,Low Impact Expected,CBI Realized Sales,-41,-28,-23,
2025-03-25T05:40:00-07:00,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,
2025-03-25T06:00:00-07:00,USD,Low Impact Expected,HPI m/m,0.2%,0.2%,0.5%,
2025-03-25T06:00:00-07:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,4.7%,4.6%,4.5%,
2025-03-25T06:05:00-07:00,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,
2025-03-25T06:55:00-07:00,EUR,Low Impact Expected,Belgian NBB Business Climate,-15.1,-11.4,-12.3,
2025-03-25T06:59:00-07:00,USD,Medium Impact Expected,Richmond Manufacturing Index,-4,8,6,
2025-03-25T07:00:00-07:00,USD,Medium Impact Expected,CB Consumer Confidence,92.9,94.2,100.1,
2025-03-25T07:00:00-07:00,USD,Medium Impact Expected,New Home Sales,676K,682K,664K,
2025-03-25T09:00:00-07:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-03-25T13:30:00-07:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-03-25T16:50:00-07:00,JPY,Low Impact Expected,SPPI y/y,3.0%,3.1%,3.2%,
2025-03-25T17:30:00-07:00,AUD,High Impact Expected,CPI y/y,2.4%,2.5%,2.5%,
2025-03-26T00:00:00-07:00,GBP,High Impact Expected,CPI y/y,2.8%,3.0%,3.0%,
2025-03-26T00:00:00-07:00,GBP,Low Impact Expected,Core CPI y/y,3.5%,3.6%,3.7%,
2025-03-26T00:00:00-07:00,GBP,Low Impact Expected,RPI y/y,3.4%,3.5%,3.6%,
2025-03-26T02:00:00-07:00,CHF,Low Impact Expected,UBS Economic Expectations,-10.7,,3.4,
2025-03-26T02:30:00-07:00,GBP,Low Impact Expected,HPI y/y,4.9%,4.4%,4.6%,
2025-03-26T05:30:00-07:00,USD,Medium Impact Expected,Core Durable Goods Orders m/m,0.7%,0.2%,0.1%,
2025-03-26T05:30:00-07:00,USD,Medium Impact Expected,Durable Goods Orders m/m,0.9%,-1.1%,3.2%,
2025-03-26T05:30:00-07:00,GBP,High Impact Expected,Annual Budget Release,,,,
2025-03-26T06:00:00-07:00,CNY,Low Impact Expected,CB Leading Index m/m,-0.3%,,-0.3%,
2025-03-26T07:00:00-07:00,CHF,Low Impact Expected,SNB Quarterly Bulletin,,,,
2025-03-26T07:00:00-07:00,USD,Low Impact Expected,FOMC Member Kashkari Speaks,,,,
2025-03-26T07:30:00-07:00,USD,Low Impact Expected,Crude Oil Inventories,-3.3M,1.5M,1.7M,
2025-03-26T10:10:00-07:00,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,
2025-03-26T10:30:00-07:00,CAD,Low Impact Expected,BOC Summary of Deliberations,,,,
2025-03-26T13:00:00-07:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-03-26T18:00:00-07:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-03-27T02:00:00-07:00,EUR,Low Impact Expected,M3 Money Supply y/y,4.0%,3.8%,3.8%,
2025-03-27T02:00:00-07:00,EUR,Low Impact Expected,Private Loans y/y,1.5%,1.4%,1.3%,
2025-03-27T03:00:00-07:00,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,
2025-03-27T05:30:00-07:00,USD,High Impact Expected,Final GDP q/q,2.4%,2.3%,2.3%,
2025-03-27T05:30:00-07:00,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,0.3%,0.7%,0.8%,
2025-03-27T05:30:00-07:00,USD,High Impact Expected,Unemployment Claims,224K,225K,225K,
2025-03-27T05:30:00-07:00,USD,Low Impact Expected,Goods Trade Balance,-147.9B,-134.6B,-155.6B,
2025-03-27T05:30:00-07:00,USD,Medium Impact Expected,Final GDP Price Index q/q,2.3%,2.4%,2.4%,
2025-03-27T07:00:00-07:00,USD,Medium Impact Expected,Pending Home Sales m/m,2.0%,0.9%,-4.6%,
2025-03-27T07:30:00-07:00,USD,Low Impact Expected,Natural Gas Storage,37B,37B,9B,
2025-03-27T11:05:00-07:00,EUR,Low Impact Expected,ECB President Lagarde Speaks,,,,
2025-03-27T13:30:00-07:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-03-27T16:30:00-07:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,2.4%,2.2%,2.2%,
2025-03-27T16:50:00-07:00,JPY,Low Impact Expected,BOJ Summary of Opinions,,,,
2025-03-28T00:00:00-07:00,GBP,Low Impact Expected,Current Account,-21.0B,-16.7B,-12.5B,
2025-03-28T00:00:00-07:00,GBP,High Impact Expected,Retail Sales m/m,1.0%,-0.3%,1.4%,
2025-03-28T00:00:00-07:00,EUR,Low Impact Expected,German GfK Consumer Climate,-24.5,-22.6,-24.6,
2025-03-28T00:00:00-07:00,GBP,Low Impact Expected,Final GDP q/q,0.1%,0.1%,0.1%,
2025-03-28T00:00:00-07:00,GBP,Low Impact Expected,Goods Trade Balance,-17.8B,-16.8B,-19.7B,
2025-03-28T00:00:00-07:00,GBP,Low Impact Expected,Revised Business Investment q/q,-1.9%,-3.2%,-3.2%,
2025-03-28T00:45:00-07:00,EUR,Low Impact Expected,French Consumer Spending m/m,-0.1%,0.3%,-0.6%,
2025-03-28T00:45:00-07:00,EUR,Low Impact Expected,French Prelim CPI m/m,0.2%,0.3%,0.0%,
2025-03-28T01:00:00-07:00,CHF,Low Impact Expected,KOF Economic Barometer,103.9,102.5,102.6,
2025-03-28T01:00:00-07:00,EUR,Medium Impact Expected,Spanish Flash CPI y/y,2.3%,2.6%,3.0%,
2025-03-28T01:55:00-07:00,EUR,Low Impact Expected,German Unemployment Change,26K,10K,9K,
2025-03-28T03:13:00-07:00,EUR,Low Impact Expected,Italian 10-y Bond Auction,3.83|1.7,,3.55|1.6,
2025-03-28T05:30:00-07:00,USD,High Impact Expected,Core PCE Price Index m/m,0.4%,0.3%,0.3%,
2025-03-28T05:30:00-07:00,CAD,High Impact Expected,GDP m/m,0.4%,0.3%,0.3%,
2025-03-28T05:30:00-07:00,USD,Low Impact Expected,Personal Income m/m,0.8%,0.4%,0.7%,
2025-03-28T05:30:00-07:00,USD,Low Impact Expected,Personal Spending m/m,0.4%,0.5%,-0.3%,
2025-03-28T06:00:00-07:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-03-28T07:00:00-07:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,57.0,57.9,57.9,
2025-03-28T07:00:00-07:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,5.0%,,4.9%,
2025-03-28T09:15:00-07:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-03-28T12:45:00-07:00,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,
2025-03-29T18:00:00-07:00,EUR,Non-Economic,Daylight Saving Time Shift,,,,
2025-03-29T18:00:00-07:00,GBP,Non-Economic,Daylight Saving Time Shift,,,,
2025-03-29T18:00:00-07:00,CHF,Non-Economic,Daylight Saving Time Shift,,,,
2025-03-30T16:50:00-07:00,JPY,Low Impact Expected,Prelim Industrial Production m/m,2.5%,1.9%,-1.1%,
2025-03-30T16:50:00-07:00,JPY,Low Impact Expected,Retail Sales y/y,1.4%,2.4%,4.4%,
2025-03-30T17:00:00-07:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.7%,,-0.2%,
2025-03-30T17:00:00-07:00,NZD,Low Impact Expected,ANZ Business Confidence,57.5,,58.4,
2025-03-30T17:30:00-07:00,AUD,Low Impact Expected,Private Sector Credit m/m,0.5%,0.5%,0.5%,
2025-03-30T18:30:00-07:00,CNY,High Impact Expected,Manufacturing PMI,50.5,50.4,50.2,
2025-03-30T18:30:00-07:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,50.8,50.5,50.4,
2025-03-30T22:00:00-07:00,JPY,Low Impact Expected,Housing Starts y/y,2.4%,-2.3%,-4.6%,
2025-03-30T23:00:00-07:00,EUR,Low Impact Expected,German Retail Sales m/m,0.8%,0.0%,0.7%,
2025-03-30T23:00:00-07:00,EUR,Low Impact Expected,German Import Prices m/m,0.3%,0.0%,1.1%,
2025-03-30T23:59:59-07:00,EUR,High Impact Expected,German Prelim CPI m/m,0.3%,0.3%,0.4%,
2025-03-31T01:30:00-07:00,GBP,Low Impact Expected,M4 Money Supply m/m,0.2%,1.1%,1.4%,
2025-03-31T01:30:00-07:00,GBP,Low Impact Expected,Mortgage Approvals,65K,66K,66K,
2025-03-31T01:30:00-07:00,GBP,Low Impact Expected,Net Lending to Individuals m/m,4.6B,4.9B,5.9B,
2025-03-31T02:00:00-07:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.4%,0.0%,0.2%,
2025-03-31T06:45:00-07:00,USD,Low Impact Expected,Chicago PMI,47.6,45.5,45.5,
2025-03-31T16:01:00-07:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,-0.4%,,-0.7%,
2025-03-31T16:30:00-07:00,JPY,Low Impact Expected,Unemployment Rate,2.4%,2.5%,2.5%,
2025-03-31T16:50:00-07:00,JPY,Low Impact Expected,Tankan Manufacturing Index,12,12,14,
2025-03-31T16:50:00-07:00,JPY,Low Impact Expected,Tankan Non-Manufacturing Index,35,33,33,
2025-03-31T17:30:00-07:00,AUD,Medium Impact Expected,Retail Sales m/m,0.2%,0.3%,0.3%,
2025-03-31T17:30:00-07:00,JPY,Low Impact Expected,Final Manufacturing PMI,48.4,48.3,48.3,
2025-03-31T18:45:00-07:00,CNY,Low Impact Expected,RatingDog Manufacturing PMI,51.2,50.6,50.8,
2025-03-31T20:30:00-07:00,AUD,High Impact Expected,Cash Rate,4.10%,4.10%,4.10%,
2025-03-31T20:30:00-07:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2025-03-31T21:30:00-07:00,AUD,Medium Impact Expected,RBA Press Conference,,,,
2025-03-31T22:30:00-07:00,AUD,Low Impact Expected,Commodity Prices y/y,-6.5%,,-8.8%,
2025-03-31T23:02:00-07:00,GBP,Low Impact Expected,Nationwide HPI m/m,0.0%,0.2%,0.4%,
2025-03-31T23:30:00-07:00,CHF,Low Impact Expected,Retail Sales y/y,1.6%,1.5%,2.9%,
2025-04-01T00:15:00-07:00,EUR,Low Impact Expected,Spanish Manufacturing PMI,49.5,49.8,49.7,
2025-04-01T00:30:00-07:00,CHF,Low Impact Expected,Manufacturing PMI,48.9,50.4,49.6,
2025-04-01T00:45:00-07:00,EUR,Low Impact Expected,Italian Manufacturing PMI,46.6,47.9,47.4,
2025-04-01T00:50:00-07:00,EUR,Low Impact Expected,French Final Manufacturing PMI,48.5,48.9,48.9,
2025-04-01T00:55:00-07:00,EUR,Low Impact Expected,German Final Manufacturing PMI,48.3,48.4,48.3,
2025-04-01T01:00:00-07:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,5.9%,6.3%,6.2%,
2025-04-01T01:00:00-07:00,EUR,Low Impact Expected,Final Manufacturing PMI,48.6,48.7,48.7,
2025-04-01T01:15:00-07:00,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,
2025-04-01T01:30:00-07:00,GBP,Low Impact Expected,Final Manufacturing PMI,44.9,44.6,44.6,
2025-04-01T02:00:00-07:00,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,2.4%,2.5%,2.6%,
2025-04-01T02:00:00-07:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,2.2%,2.2%,2.3%,
2025-04-01T02:00:00-07:00,EUR,Low Impact Expected,Unemployment Rate,6.1%,6.2%,6.2%,
2025-04-01T05:30:00-07:00,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,
2025-04-01T06:00:00-07:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-04-01T06:30:00-07:00,CAD,Low Impact Expected,Manufacturing PMI,46.3,,47.8,
2025-04-01T06:45:00-07:00,USD,Medium Impact Expected,Final Manufacturing PMI,50.2,49.8,49.8,
2025-04-01T07:00:00-07:00,USD,High Impact Expected,ISM Manufacturing PMI,49.0,49.5,50.3,
2025-04-01T07:00:00-07:00,USD,High Impact Expected,JOLTS Job Openings,7.57M,7.69M,7.76M,
2025-04-01T07:00:00-07:00,USD,Medium Impact Expected,ISM Manufacturing Prices,69.4,64.6,62.4,
2025-04-01T07:00:00-07:00,USD,Low Impact Expected,Construction Spending m/m,0.7%,0.3%,-0.5%,
2025-04-01T07:34:00-07:00,USD,Low Impact Expected,RCM/TIPP Economic Optimism,49.1,50.1,49.8,
2025-04-01T07:57:00-07:00,NZD,Low Impact Expected,GDT Price Index,1.1%,,0.0%,
2025-04-01T13:30:00-07:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-04-01T14:45:00-07:00,NZD,Low Impact Expected,Building Consents m/m,0.7%,,2.6%,
2025-04-01T16:25:00-07:00,AUD,Low Impact Expected,RBA Assist Gov Kent Speaks,,,,
2025-04-01T16:50:00-07:00,JPY,Low Impact Expected,Monetary Base y/y,-3.1%,-1.5%,-1.8%,
2025-04-01T17:30:00-07:00,AUD,Low Impact Expected,Building Approvals m/m,-0.3%,-1.4%,6.9%,
2025-04-01T23:45:00-07:00,EUR,Low Impact Expected,French Gov Budget Balance,-40.3B,,-17.3B,
2025-04-01T23:59:59-07:00,USD,Low Impact Expected,Wards Total Vehicle Sales,17.8M,16.1M,16.0M,
2025-04-02T00:00:00-07:00,EUR,Low Impact Expected,Spanish Unemployment Change,-13.3K,-2.5K,-6.0K,
2025-04-02T02:33:00-07:00,EUR,Low Impact Expected,German 10-y Bond Auction,2.68|2.2,,2.92|2.1,
2025-04-02T05:15:00-07:00,USD,High Impact Expected,ADP Non-Farm Employment Change,155K,118K,84K,
2025-04-02T07:00:00-07:00,USD,Low Impact Expected,Factory Orders m/m,0.6%,0.5%,1.8%,
2025-04-02T07:30:00-07:00,USD,Low Impact Expected,Crude Oil Inventories,6.2M,-0.4M,-3.3M,
2025-04-02T13:00:00-07:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-04-02T13:30:00-07:00,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,
2025-04-02T17:00:00-07:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.4%,,3.0%,
2025-04-02T17:30:00-07:00,AUD,Low Impact Expected,Goods Trade Balance,2.97B,5.38B,5.16B,
2025-04-02T17:30:00-07:00,AUD,Low Impact Expected,RBA Financial Stability Review,,,,
2025-04-02T18:45:00-07:00,CNY,Low Impact Expected,RatingDog Services PMI,51.9,51.5,51.4,
2025-04-02T20:35:00-07:00,JPY,Low Impact Expected,10-y Bond Auction,1.41|3.1,,1.40|2.7,
2025-04-02T23:30:00-07:00,CHF,High Impact Expected,CPI m/m,0.0%,0.1%,0.6%,
2025-04-03T00:15:00-07:00,EUR,Low Impact Expected,Spanish Services PMI,54.7,55.6,56.2,
2025-04-03T00:45:00-07:00,EUR,Low Impact Expected,Italian Services PMI,52.0,52.6,53.0,
2025-04-03T00:50:00-07:00,EUR,Low Impact Expected,French Final Services PMI,47.9,46.6,46.6,
2025-04-03T00:55:00-07:00,EUR,Low Impact Expected,German Final Services PMI,50.9,50.2,50.2,
2025-04-03T01:00:00-07:00,EUR,Low Impact Expected,Final Services PMI,51.0,50.4,50.4,
2025-04-03T01:30:00-07:00,CHF,Low Impact Expected,Gov Board Member Tschudin Speaks,,,,
2025-04-03T01:30:00-07:00,GBP,Low Impact Expected,Final Services PMI,52.5,53.2,53.2,
2025-04-03T01:56:00-07:00,EUR,Low Impact Expected,French 10-y Bond Auction,3.37|3.0,,3.51|2.7,
2025-04-03T02:00:00-07:00,EUR,Low Impact Expected,PPI m/m,0.2%,0.3%,0.7%,
2025-04-03T04:30:00-07:00,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,,
2025-04-03T04:30:00-07:00,USD,Low Impact Expected,Challenger Job Cuts y/y,204.8%,,103.2%,
2025-04-03T05:30:00-07:00,CAD,Low Impact Expected,Trade Balance,-1.5B,3.4B,3.1B,
2025-04-03T05:30:00-07:00,USD,High Impact Expected,Unemployment Claims,219K,225K,225K,
2025-04-03T05:30:00-07:00,USD,Low Impact Expected,Trade Balance,-122.7B,-122.5B,-130.7B,
2025-04-03T06:45:00-07:00,USD,Medium Impact Expected,Final Services PMI,54.4,54.1,54.3,
2025-04-03T07:00:00-07:00,USD,High Impact Expected,ISM Services PMI,50.8,53.0,53.5,
2025-04-03T07:30:00-07:00,USD,Low Impact Expected,Natural Gas Storage,29B,27B,37B,
2025-04-03T09:00:00-07:00,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,
2025-04-03T11:30:00-07:00,USD,Low Impact Expected,FOMC Member Cook Speaks,,,,
2025-04-03T16:30:00-07:00,JPY,Low Impact Expected,Household Spending y/y,-0.5%,-0.9%,0.8%,
2025-04-03T17:30:00-07:00,AUD,Low Impact Expected,Household Spending m/m,0.2%,0.3%,0.5%,
2025-04-03T22:45:00-07:00,CHF,Low Impact Expected,Unemployment Rate,2.8%,2.7%,2.7%,
2025-04-03T23:00:00-07:00,EUR,Low Impact Expected,German Factory Orders m/m,0.0%,3.4%,-5.5%,
2025-04-03T23:45:00-07:00,EUR,Low Impact Expected,French Industrial Production m/m,0.7%,0.5%,-0.5%,
2025-04-03T23:59:59-07:00,CNY,Non-Economic,Bank Holiday,,,,
2025-04-03T23:59:59-07:00,All,Medium Impact Expected,OPEC-JMMC Meetings,,,,
2025-04-04T01:00:00-07:00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.1%,0.2%,-0.4%,
2025-04-04T01:30:00-07:00,GBP,Medium Impact Expected,Construction PMI,46.4,46.3,44.6,
2025-04-04T01:30:00-07:00,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,-13.4B,-10.8B,-13.4B,
