DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-02-17T02:00:00-08:00,EUR,Low Impact Expected,Trade Balance,14.6B,14.4B,13.3B,
2025-02-17T03:00:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-02-17T05:15:00-08:00,CAD,Low Impact Expected,Housing Starts,240K,251K,232K,
2025-02-17T05:30:00-08:00,CAD,Low Impact Expected,Foreign Securities Purchases,14.37B,14.23B,13.84B,
2025-02-17T06:30:00-08:00,USD,Low Impact Expected,FOMC Member Harker Speaks,,,,
2025-02-17T07:20:00-08:00,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,
2025-02-17T15:00:00-08:00,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,,
2025-02-17T19:30:00-08:00,AUD,High Impact Expected,Cash Rate,4.10%,4.10%,4.35%,
2025-02-17T19:30:00-08:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2025-02-17T19:30:00-08:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2025-02-17T20:30:00-08:00,AUD,Medium Impact Expected,RBA Press Conference,,,,
2025-02-17T23:00:00-08:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,6.0%,5.9%,5.5%,
2025-02-17T23:00:00-08:00,GBP,High Impact Expected,Claimant Count Change,22.0K,10.0K,-15.1K,
2025-02-17T23:00:00-08:00,GBP,Low Impact Expected,Unemployment Rate,4.4%,4.5%,4.4%,
2025-02-17T23:45:00-08:00,EUR,Low Impact Expected,French Final CPI m/m,0.2%,-0.1%,-0.1%,
2025-02-17T23:59:59-08:00,CAD,Non-Economic,Bank Holiday,,,,
2025-02-17T23:59:59-08:00,USD,Non-Economic,Bank Holiday,,,,
2025-02-17T23:59:59-08:00,EUR,Low Impact Expected,Eurogroup Meetings,,,,
2025-02-18T01:30:00-08:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-02-18T02:00:00-08:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,26.0,19.9,10.3,
2025-02-18T02:00:00-08:00,EUR,Low Impact Expected,ZEW Economic Sentiment,24.2,24.3,18.0,
2025-02-18T05:30:00-08:00,CAD,Low Impact Expected,Core CPI m/m,0.4%,,-0.3%,
2025-02-18T05:30:00-08:00,CAD,Medium Impact Expected,Common CPI y/y,2.2%,2.1%,2.0%,
2025-02-18T05:30:00-08:00,CAD,High Impact Expected,Trimmed CPI y/y,2.7%,2.6%,2.5%,
2025-02-18T05:30:00-08:00,USD,Medium Impact Expected,Empire State Manufacturing Index,5.7,-1.9,-12.6,
2025-02-18T05:30:00-08:00,CAD,High Impact Expected,CPI m/m,0.1%,0.1%,-0.4%,
2025-02-18T05:30:00-08:00,CAD,High Impact Expected,Median CPI y/y,2.7%,2.5%,2.6%,
2025-02-18T06:29:00-08:00,NZD,Low Impact Expected,GDT Price Index,-0.6%,,3.7%,
2025-02-18T07:00:00-08:00,USD,Low Impact Expected,NAHB Housing Market Index,42,46,47,
2025-02-18T07:20:00-08:00,USD,Low Impact Expected,FOMC Member Daly Speaks,,,,
2025-02-18T10:00:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-02-18T13:00:00-08:00,USD,Low Impact Expected,TIC Long-Term Purchases,72.0B,149.1B,53.2B,
2025-02-18T13:13:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-18T13:45:00-08:00,NZD,Low Impact Expected,PPI Output q/q,-0.1%,1.1%,1.5%,
2025-02-18T13:45:00-08:00,NZD,Low Impact Expected,PPI Input q/q,-0.9%,1.4%,1.9%,
2025-02-18T15:30:00-08:00,AUD,Low Impact Expected,MI Leading Index m/m,0.1%,,0.0%,
2025-02-18T15:50:00-08:00,JPY,Low Impact Expected,Trade Balance,-0.86T,-0.26T,-0.22T,
2025-02-18T15:50:00-08:00,JPY,Low Impact Expected,Core Machinery Orders m/m,-1.2%,0.4%,3.4%,
2025-02-18T16:30:00-08:00,AUD,High Impact Expected,Wage Price Index q/q,0.7%,0.8%,0.9%,
2025-02-18T17:00:00-08:00,NZD,High Impact Expected,Official Cash Rate,3.75%,3.75%,4.25%,
2025-02-18T17:00:00-08:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2025-02-18T17:00:00-08:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2025-02-18T17:30:00-08:00,CNY,Low Impact Expected,New Home Prices m/m,-0.07%,,-0.08%,
2025-02-18T18:00:00-08:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2025-02-18T18:00:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-18T23:00:00-08:00,GBP,High Impact Expected,CPI y/y,3.0%,2.8%,2.5%,
2025-02-18T23:00:00-08:00,GBP,Low Impact Expected,RPI y/y,3.6%,3.7%,3.5%,
2025-02-18T23:00:00-08:00,GBP,Low Impact Expected,Core CPI y/y,3.7%,3.7%,3.2%,
2025-02-18T23:00:00-08:00,GBP,Low Impact Expected,PPI Input m/m,0.8%,0.7%,0.2%,
2025-02-18T23:00:00-08:00,GBP,Low Impact Expected,PPI Output m/m,0.5%,0.2%,-0.2%,
2025-02-18T23:59:59-08:00,EUR,Low Impact Expected,ECOFIN Meetings,,,,
2025-02-19T01:00:00-08:00,EUR,Low Impact Expected,Current Account,38.4B,30.2B,25.1B,
2025-02-19T01:26:00-08:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,-13.4%,,-27.1%,
2025-02-19T01:30:00-08:00,GBP,Low Impact Expected,HPI y/y,4.6%,3.2%,3.9%,
2025-02-19T02:35:00-08:00,EUR,Low Impact Expected,German 10-y Bond Auction,2.52|2.8,,2.54|2.8,
2025-02-19T05:30:00-08:00,USD,Low Impact Expected,Housing Starts,1.37M,1.39M,1.52M,
2025-02-19T05:30:00-08:00,USD,Low Impact Expected,Building Permits,1.48M,1.46M,1.48M,
2025-02-19T11:00:00-08:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2025-02-19T11:10:00-08:00,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,
2025-02-19T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-02-19T14:00:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-19T14:00:00-08:00,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,
2025-02-19T16:30:00-08:00,AUD,High Impact Expected,Employment Change,44.0K,19.4K,60.0K,
2025-02-19T16:30:00-08:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.1%,4.0%,
2025-02-19T17:00:00-08:00,CNY,Medium Impact Expected,5-y Loan Prime Rate,3.60%,3.60%,3.60%,
2025-02-19T17:00:00-08:00,CNY,Medium Impact Expected,1-y Loan Prime Rate,3.10%,3.10%,3.10%,
2025-02-19T23:00:00-08:00,CHF,Low Impact Expected,Trade Balance,6.12B,3.55B,3.48B,
2025-02-19T23:00:00-08:00,EUR,Low Impact Expected,German PPI m/m,-0.1%,0.6%,-0.1%,
2025-02-20T03:00:00-08:00,GBP,Low Impact Expected,CBI Industrial Order Expectations,-28,-30,-34,
2025-02-20T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,219K,215K,214K,
2025-02-20T05:30:00-08:00,CAD,Low Impact Expected,RMPI m/m,3.7%,2.4%,1.3%,
2025-02-20T05:30:00-08:00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,18.1,19.4,44.3,
2025-02-20T05:30:00-08:00,CAD,Low Impact Expected,IPPI m/m,1.6%,0.8%,0.4%,
2025-02-20T05:30:00-08:00,CAD,Low Impact Expected,NHPI m/m,-0.1%,0.1%,-0.1%,
2025-02-20T06:35:00-08:00,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,
2025-02-20T07:00:00-08:00,USD,Low Impact Expected,CB Leading Index m/m,-0.3%,-0.1%,0.1%,
2025-02-20T07:00:00-08:00,EUR,Low Impact Expected,Consumer Confidence,-14,-14,-14,
2025-02-20T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,-196B,-191B,-100B,
2025-02-20T08:00:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-02-20T09:00:00-08:00,USD,Medium Impact Expected,Crude Oil Inventories,4.6M,3.2M,4.1M,
2025-02-20T09:05:00-08:00,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,
2025-02-20T11:30:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-02-20T13:45:00-08:00,NZD,Low Impact Expected,Trade Balance,-486M,225M,94M,
2025-02-20T14:00:00-08:00,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,
2025-02-20T14:00:00-08:00,AUD,Low Impact Expected,Flash Services PMI,51.4,,51.2,
2025-02-20T14:00:00-08:00,AUD,Low Impact Expected,Flash Manufacturing PMI,50.6,,50.2,
2025-02-20T14:30:00-08:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2025-02-20T15:30:00-08:00,JPY,Low Impact Expected,National Core CPI y/y,3.2%,3.1%,3.0%,
2025-02-20T16:01:00-08:00,GBP,Low Impact Expected,GfK Consumer Confidence,-20,-22,-22,
2025-02-20T16:20:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-20T16:30:00-08:00,JPY,Low Impact Expected,Flash Manufacturing PMI,48.9,49.0,48.7,
2025-02-20T23:00:00-08:00,GBP,High Impact Expected,Retail Sales m/m,1.7%,0.4%,-0.6%,
2025-02-20T23:00:00-08:00,GBP,Low Impact Expected,Public Sector Net Borrowing,-15.4B,-20.1B,18.1B,
2025-02-21T00:15:00-08:00,EUR,High Impact Expected,French Flash Services PMI,44.5,48.8,48.2,
2025-02-21T00:15:00-08:00,EUR,High Impact Expected,French Flash Manufacturing PMI,45.5,45.3,45.0,
2025-02-21T00:30:00-08:00,EUR,High Impact Expected,German Flash Manufacturing PMI,46.1,45.4,45.0,
2025-02-21T00:30:00-08:00,EUR,High Impact Expected,German Flash Services PMI,52.2,52.4,52.5,
2025-02-21T01:00:00-08:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,47.3,46.9,46.6,
2025-02-21T01:00:00-08:00,EUR,Medium Impact Expected,Flash Services PMI,50.7,51.5,51.3,
2025-02-21T01:30:00-08:00,GBP,High Impact Expected,Flash Manufacturing PMI,46.4,48.5,48.3,
2025-02-21T01:30:00-08:00,GBP,High Impact Expected,Flash Services PMI,51.1,50.8,50.8,
2025-02-21T05:30:00-08:00,CAD,High Impact Expected,Core Retail Sales m/m,2.7%,1.7%,-0.7%,
2025-02-21T05:30:00-08:00,CAD,High Impact Expected,Retail Sales m/m,2.5%,1.5%,0.2%,
2025-02-21T06:45:00-08:00,USD,High Impact Expected,Flash Services PMI,49.7,53.0,52.9,
2025-02-21T06:45:00-08:00,USD,High Impact Expected,Flash Manufacturing PMI,51.6,51.3,51.2,
2025-02-21T07:00:00-08:00,USD,Medium Impact Expected,Existing Home Sales,4.08M,4.13M,4.29M,
2025-02-21T07:00:00-08:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,64.7,67.8,67.8,
2025-02-21T07:00:00-08:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,4.3%,,4.3%,
2025-02-21T08:30:00-08:00,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,
2025-02-21T09:30:00-08:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2025-02-21T12:56:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-23T13:45:00-08:00,NZD,Medium Impact Expected,Retail Sales q/q,0.9%,0.5%,0.0%,
2025-02-23T13:47:00-08:00,NZD,Low Impact Expected,Core Retail Sales q/q,1.4%,0.2%,-0.6%,
2025-02-23T18:00:00-08:00,NZD,Low Impact Expected,Credit Card Spending y/y,1.3%,,-1.3%,
2025-02-23T23:59:59-08:00,EUR,High Impact Expected,German Federal Elections,,,,
2025-02-23T23:59:59-08:00,JPY,Non-Economic,Bank Holiday,,,,
2025-02-24T01:00:00-08:00,EUR,Medium Impact Expected,German ifo Business Climate,85.2,85.9,85.2,
2025-02-24T01:00:00-08:00,GBP,Low Impact Expected,MPC Member Lombardelli Speaks,,,,
2025-02-24T02:00:00-08:00,EUR,Low Impact Expected,Final Core CPI y/y,2.7%,2.7%,2.7%,
2025-02-24T02:00:00-08:00,EUR,Low Impact Expected,Final CPI y/y,2.5%,2.5%,2.5%,
2025-02-24T03:00:00-08:00,EUR,Low Impact Expected,German Buba Monthly Report,,,,
2025-02-24T05:15:00-08:00,GBP,Low Impact Expected,MPC Member Ramsden Speaks,,,,
2025-02-24T05:15:00-08:00,CAD,Low Impact Expected,Gov Council Member Gravelle Speaks,,,,
2025-02-24T05:30:00-08:00,CAD,Low Impact Expected,Corporate Profits q/q,2.1%,,-2.5%,
2025-02-24T05:55:00-08:00,EUR,Low Impact Expected,Belgian NBB Business Climate,-12.3,-12.9,-13.6,
2025-02-24T10:00:00-08:00,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,
2025-02-24T11:49:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-24T15:30:00-08:00,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,
2025-02-24T15:50:00-08:00,JPY,Low Impact Expected,SPPI y/y,3.1%,3.1%,3.0%,
2025-02-24T18:45:00-08:00,AUD,Low Impact Expected,RBA Assist Gov Jones Speaks,,,,
2025-02-24T23:00:00-08:00,EUR,Low Impact Expected,German Final GDP q/q,-0.2%,-0.2%,-0.2%,
2025-02-25T01:15:00-08:00,USD,Low Impact Expected,FOMC Member Logan Speaks,,,,
2025-02-25T02:00:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-02-25T03:00:00-08:00,GBP,Low Impact Expected,CBI Realized Sales,-23,-21,-24,
2025-02-25T06:00:00-08:00,GBP,Low Impact Expected,MPC Member Pill Speaks,,,,
2025-02-25T06:00:00-08:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,4.5%,4.4%,4.3%,
2025-02-25T06:00:00-08:00,USD,Low Impact Expected,HPI m/m,0.4%,0.2%,0.4%,
2025-02-25T07:00:00-08:00,USD,Medium Impact Expected,CB Consumer Confidence,98.3,102.7,104.1,
2025-02-25T07:00:00-08:00,USD,Medium Impact Expected,Richmond Manufacturing Index,6,-3,-4,
2025-02-25T08:45:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-02-25T10:00:00-08:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-02-25T12:59:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-25T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-02-25T16:30:00-08:00,AUD,High Impact Expected,CPI y/y,2.5%,2.6%,2.5%,
2025-02-25T16:30:00-08:00,AUD,Low Impact Expected,Construction Work Done q/q,0.5%,1.0%,2.0%,
2025-02-25T21:00:00-08:00,JPY,Low Impact Expected,BOJ Core CPI y/y,2.2%,2.0%,1.9%,
2025-02-25T23:00:00-08:00,EUR,Low Impact Expected,German GfK Consumer Climate,-24.7,-21.7,-22.6,
2025-02-26T01:00:00-08:00,CHF,Low Impact Expected,UBS Economic Expectations,3.4,,17.7,
2025-02-26T05:30:00-08:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-02-26T06:00:00-08:00,CNY,Low Impact Expected,CB Leading Index m/m,-0.2%,,-0.1%,
2025-02-26T07:00:00-08:00,USD,Medium Impact Expected,New Home Sales,657K,679K,734K,
2025-02-26T07:30:00-08:00,USD,Medium Impact Expected,Crude Oil Inventories,-2.3M,2.5M,4.6M,
2025-02-26T08:30:00-08:00,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,
2025-02-26T09:00:00-08:00,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,
2025-02-26T14:00:00-08:00,AUD,Low Impact Expected,RBA Assist Gov Jones Speaks,,,,
2025-02-26T16:00:00-08:00,NZD,Low Impact Expected,ANZ Business Confidence,58.4,,54.4,
2025-02-26T16:30:00-08:00,AUD,Low Impact Expected,Private Capital Expenditure q/q,-0.2%,0.6%,1.6%,
2025-02-26T23:59:59-08:00,All,Medium Impact Expected,G20 Meetings,,,,
2025-02-27T00:00:00-08:00,CHF,Medium Impact Expected,GDP q/q,0.2%,0.2%,0.4%,
2025-02-27T00:00:00-08:00,EUR,Medium Impact Expected,Spanish Flash CPI y/y,3.0%,3.0%,2.9%,
2025-02-27T01:00:00-08:00,EUR,Low Impact Expected,M3 Money Supply y/y,3.6%,3.8%,3.4%,
2025-02-27T01:00:00-08:00,EUR,Low Impact Expected,Private Loans y/y,1.3%,1.2%,1.1%,
2025-02-27T02:22:00-08:00,EUR,Low Impact Expected,Italian 10-y Bond Auction,3.55|1.6,,3.60|1.8,
2025-02-27T04:30:00-08:00,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,,
2025-02-27T05:00:00-08:00,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,
2025-02-27T05:30:00-08:00,CAD,Low Impact Expected,Current Account,-5.0B,-3.2B,-3.6B,
2025-02-27T05:30:00-08:00,USD,High Impact Expected,Prelim GDP q/q,2.3%,2.3%,2.3%,
2025-02-27T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,242K,222K,220K,
2025-02-27T05:30:00-08:00,USD,Medium Impact Expected,Core Durable Goods Orders m/m,0.0%,0.2%,0.1%,
2025-02-27T05:30:00-08:00,USD,Medium Impact Expected,Durable Goods Orders m/m,3.1%,2.0%,-1.8%,
2025-02-27T05:30:00-08:00,USD,Medium Impact Expected,Prelim GDP Price Index q/q,2.4%,2.2%,2.2%,
2025-02-27T06:15:00-08:00,USD,Low Impact Expected,FOMC Member Schmid Speaks,,,,
2025-02-27T07:00:00-08:00,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,
2025-02-27T07:00:00-08:00,USD,Medium Impact Expected,Pending Home Sales m/m,-4.6%,-0.9%,-4.1%,
2025-02-27T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,-261B,-276B,-196B,
2025-02-27T08:45:00-08:00,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,
2025-02-27T10:15:00-08:00,USD,Low Impact Expected,FOMC Member Hammack Speaks,,,,
2025-02-27T12:15:00-08:00,USD,Low Impact Expected,FOMC Member Harker Speaks,,,,
2025-02-27T12:30:00-08:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-02-27T15:30:00-08:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,2.2%,2.3%,2.5%,
2025-02-27T15:50:00-08:00,JPY,Low Impact Expected,Prelim Industrial Production m/m,-1.1%,-1.0%,-0.2%,
2025-02-27T15:50:00-08:00,JPY,Low Impact Expected,Retail Sales y/y,3.9%,3.9%,3.5%,
2025-02-27T16:30:00-08:00,AUD,Low Impact Expected,Private Sector Credit m/m,0.5%,0.5%,0.6%,
2025-02-27T21:00:00-08:00,JPY,Low Impact Expected,Housing Starts y/y,-4.6%,-2.6%,-2.5%,
2025-02-27T23:00:00-08:00,GBP,Low Impact Expected,Nationwide HPI m/m,0.4%,0.2%,0.1%,
2025-02-27T23:00:00-08:00,EUR,Low Impact Expected,German Import Prices m/m,1.1%,0.7%,0.4%,
2025-02-27T23:00:00-08:00,EUR,Low Impact Expected,German Retail Sales m/m,0.2%,0.4%,-0.9%,
2025-02-27T23:00:00-08:00,GBP,Low Impact Expected,MPC Member Ramsden Speaks,,,,
2025-02-27T23:30:00-08:00,CHF,Low Impact Expected,Retail Sales y/y,1.3%,1.6%,2.1%,
2025-02-27T23:45:00-08:00,EUR,Low Impact Expected,French Prelim CPI m/m,0.0%,0.5%,0.2%,
2025-02-27T23:45:00-08:00,EUR,Low Impact Expected,French Consumer Spending m/m,-0.5%,-0.6%,0.7%,
2025-02-27T23:45:00-08:00,EUR,Low Impact Expected,French Prelim GDP q/q,-0.1%,-0.1%,-0.1%,
2025-02-27T23:45:00-08:00,EUR,Low Impact Expected,French Final Private Payrolls q/q,-0.3%,-0.2%,-0.2%,
2025-02-27T23:59:59-08:00,EUR,High Impact Expected,German Prelim CPI m/m,0.4%,0.4%,-0.2%,
2025-02-27T23:59:59-08:00,All,Medium Impact Expected,G20 Meetings,,,,
2025-02-28T00:00:00-08:00,CHF,Low Impact Expected,KOF Economic Barometer,101.7,101.9,103.0,
2025-02-28T00:55:00-08:00,EUR,Low Impact Expected,German Unemployment Change,5K,14K,11K,
2025-02-28T02:00:00-08:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.2%,0.2%,0.6%,
2025-02-28T05:30:00-08:00,CAD,High Impact Expected,GDP m/m,0.2%,0.3%,-0.2%,
2025-02-28T05:30:00-08:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.2%,
2025-02-28T05:30:00-08:00,USD,Low Impact Expected,Goods Trade Balance,-153.3B,-116.9B,-122.0B,
2025-02-28T05:30:00-08:00,USD,Low Impact Expected,Personal Income m/m,0.9%,0.4%,0.4%,
2025-02-28T05:30:00-08:00,USD,Low Impact Expected,Personal Spending m/m,-0.2%,0.2%,0.8%,
2025-02-28T05:30:00-08:00,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,0.7%,0.1%,-0.4%,
2025-02-28T06:45:00-08:00,USD,Medium Impact Expected,Chicago PMI,45.5,40.5,39.5,
2025-02-28T09:15:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-28T17:30:00-08:00,CNY,High Impact Expected,Manufacturing PMI,50.2,49.9,49.1,
2025-02-28T17:30:00-08:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,50.4,50.4,50.2,
2025-02-28T19:15:00-08:00,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,
2025-03-02T13:45:00-08:00,NZD,Low Impact Expected,Overseas Trade Index q/q,3.1%,1.5%,2.5%,
2025-03-02T16:00:00-08:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,-0.2%,,0.1%,
2025-03-02T16:30:00-08:00,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-1.4%,,1.3%,
2025-03-02T16:30:00-08:00,AUD,Low Impact Expected,Company Operating Profits q/q,5.9%,1.7%,-4.9%,
2025-03-02T16:30:00-08:00,JPY,Low Impact Expected,Final Manufacturing PMI,49.0,48.9,48.9,
2025-03-02T17:45:00-08:00,CNY,Low Impact Expected,RatingDog Manufacturing PMI,50.8,50.4,50.1,
2025-03-02T21:30:00-08:00,AUD,Low Impact Expected,Commodity Prices y/y,-8.2%,,-10.7%,
2025-03-03T00:15:00-08:00,EUR,Low Impact Expected,Spanish Manufacturing PMI,49.7,51.3,50.9,
2025-03-03T00:30:00-08:00,CHF,Low Impact Expected,Manufacturing PMI,49.6,48.3,47.5,
2025-03-03T00:45:00-08:00,EUR,Low Impact Expected,Italian Manufacturing PMI,47.4,46.6,46.3,
2025-03-03T00:50:00-08:00,EUR,Low Impact Expected,French Final Manufacturing PMI,45.8,45.5,45.5,
2025-03-03T00:55:00-08:00,EUR,Low Impact Expected,German Final Manufacturing PMI,46.5,46.1,46.1,
2025-03-03T01:00:00-08:00,EUR,Low Impact Expected,Final Manufacturing PMI,47.6,47.3,47.3,
2025-03-03T01:30:00-08:00,GBP,Low Impact Expected,Final Manufacturing PMI,46.9,46.4,46.4,
2025-03-03T01:30:00-08:00,GBP,Low Impact Expected,M4 Money Supply m/m,1.3%,0.2%,0.1%,
2025-03-03T01:30:00-08:00,GBP,Low Impact Expected,Mortgage Approvals,66K,66K,67K,
2025-03-03T01:30:00-08:00,GBP,Low Impact Expected,Net Lending to Individuals m/m,5.9B,4.7B,4.4B,
2025-03-03T02:00:00-08:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,2.4%,2.3%,2.5%,
2025-03-03T02:00:00-08:00,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,2.6%,2.5%,2.7%,
2025-03-03T06:30:00-08:00,CAD,Low Impact Expected,Manufacturing PMI,47.8,,51.6,
2025-03-03T06:45:00-08:00,USD,Medium Impact Expected,Final Manufacturing PMI,52.7,51.6,51.6,
2025-03-03T07:00:00-08:00,USD,High Impact Expected,ISM Manufacturing PMI,50.3,50.6,50.9,
2025-03-03T07:00:00-08:00,USD,Medium Impact Expected,ISM Manufacturing Prices,62.4,56.2,54.9,
2025-03-03T07:00:00-08:00,USD,Low Impact Expected,Construction Spending m/m,-0.2%,-0.1%,0.5%,
2025-03-03T09:05:00-08:00,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,
2025-03-03T11:39:00-08:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-03-03T13:45:00-08:00,NZD,Low Impact Expected,Building Consents m/m,2.6%,,-5.6%,
2025-03-03T15:30:00-08:00,JPY,Low Impact Expected,Unemployment Rate,2.5%,2.4%,2.4%,
2025-03-03T15:50:00-08:00,JPY,Low Impact Expected,Monetary Base y/y,-1.8%,-1.8%,-2.5%,
2025-03-03T15:50:00-08:00,JPY,Low Impact Expected,Capital Spending q/y,-0.2%,4.9%,8.1%,
2025-03-03T16:01:00-08:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,-0.7%,,-0.7%,
2025-03-03T16:30:00-08:00,AUD,Medium Impact Expected,Monetary Policy Meeting Minutes,,,,
2025-03-03T16:30:00-08:00,AUD,Medium Impact Expected,Retail Sales m/m,0.3%,0.3%,-0.1%,
2025-03-03T16:30:00-08:00,AUD,Low Impact Expected,Current Account,-12.5B,-11.8B,-13.9B,
2025-03-03T19:35:00-08:00,JPY,Low Impact Expected,10-y Bond Auction,1.40|2.7,,1.26|3.2,
2025-03-03T21:00:00-08:00,JPY,Low Impact Expected,Consumer Confidence,35.0,35.2,35.2,
2025-03-03T23:45:00-08:00,EUR,Low Impact Expected,French Gov Budget Balance,-17.3B,,-156.3B,
2025-03-03T23:59:59-08:00,USD,Low Impact Expected,Wards Total Vehicle Sales,16.0M,16.1M,15.6M,
2025-03-04T00:00:00-08:00,EUR,Low Impact Expected,Spanish Unemployment Change,-6.0K,45.2K,38.7K,
2025-03-04T01:00:00-08:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,6.3%,6.2%,6.4%,
2025-03-04T02:00:00-08:00,EUR,Low Impact Expected,Unemployment Rate,6.2%,6.3%,6.2%,
2025-03-04T02:03:00-08:00,GBP,Low Impact Expected,30-y Bond Auction,5.10|2.8,,4.98|3.2,
2025-03-04T06:32:00-08:00,NZD,Low Impact Expected,GDT Price Index,-0.5%,,-0.6%,
2025-03-04T07:06:00-08:00,USD,Low Impact Expected,RCM/TIPP Economic Optimism,49.8,53.1,52.0,
2025-03-04T11:20:00-08:00,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,
2025-03-04T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-03-04T13:45:00-08:00,AUD,Low Impact Expected,RBA Deputy Gov Hauser Speaks,,,,
2025-03-04T16:00:00-08:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,3.0%,,1.8%,
2025-03-04T16:30:00-08:00,AUD,High Impact Expected,GDP q/q,0.6%,0.6%,0.3%,
2025-03-04T16:30:00-08:00,JPY,Medium Impact Expected,BOJ Gov Ueda Speaks,,,,
2025-03-04T17:45:00-08:00,CNY,Low Impact Expected,RatingDog Services PMI,51.4,50.8,51.0,
2025-03-04T18:10:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-03-04T23:30:00-08:00,CHF,High Impact Expected,CPI m/m,0.6%,0.5%,-0.1%,
2025-03-04T23:45:00-08:00,EUR,Low Impact Expected,French Industrial Production m/m,-0.6%,0.5%,-0.5%,
